"species"	"cap_shape"	"cap_surface"	"cap_color"	"bruises"	"odor"	"gill_attachment"	"gill_spacing"	"gill_size"	"gill_color"	"stalk_shape"	"stalk_root"	"stalk_surface"	"stalk_color"	"veil_color"	"ring_number"	"ring_type"	"spore_print_color"	"population"	"habitat"
"127"	"yellowcap"	"bell"	"scaly"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"128"	"grassia"	"flat"	"fibrous"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"chocolate"	"tapering"	"equal"	"smooth"	"purple"	"white"	"one"	"evanescent"	"brown"	"abundant"	"grasses"
"129"	"yellowcap"	"convex"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"grasses"
"130"	"bellshroom"	"bell"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"meadows"
"131"	"bellshroom"	"bell"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"132"	"bellshroom"	"bell"	"smooth"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"meadows"
"133"	"foulhorn"	"flat"	"scaly"	"white"	"yes"	"anise"	"free"	"crowded"	"narrow"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"purple"	"several"	"wood"
"134"	"yellowcap"	"convex"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"meadows"
"135"	"convexcap"	"flat"	"scaly"	"white"	"yes"	"almond"	"free"	"crowded"	"narrow"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"136"	"pungentia"	"convex"	"smooth"	"white"	"yes"	"pungent"	"free"	"close"	"narrow"	"white"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"urban"
"137"	"graystalk"	"flat"	"fibrous"	"white"	"yes"	"anise"	"free"	"crowded"	"narrow"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"138"	"yellowcap"	"convex"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"139"	"bulbroot"	"convex"	"scaly"	"brown"	"yes"	"pungent"	"free"	"close"	"narrow"	"pink"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"grasses"
"140"	"bellshroom"	"bell"	"scaly"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"141"	"velvet"	"convex"	"smooth"	"brown"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"paths"
"142"	"bellshroom"	"bell"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"meadows"
"143"	"cityshroom"	"sunken"	"fibrous"	"brown"	"no"	"none"	"free"	"close"	"narrow"	"black"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"urban"
"144"	"velvet"	"flat"	"smooth"	"brown"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"paths"
"145"	"yellowcap"	"convex"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"grasses"
"146"	"slimpipe"	"convex"	"fibrous"	"gray"	"no"	"none"	"free"	"crowded"	"broad"	"black"	"tapering"	"equal"	"fibrous"	"purple"	"white"	"one"	"evanescent"	"black"	"scattered"	"grasses"
"147"	"grassia"	"flat"	"fibrous"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"black"	"tapering"	"equal"	"smooth"	"purple"	"white"	"one"	"evanescent"	"brown"	"abundant"	"grasses"
"148"	"bellshroom"	"convex"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"meadows"
"149"	"yellowcap"	"bell"	"scaly"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"grasses"
"150"	"bellshroom"	"bell"	"smooth"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"meadows"
"151"	"yellowcap"	"convex"	"smooth"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"152"	"slimpipe"	"convex"	"scaly"	"brown"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"tapering"	"equal"	"fibrous"	"purple"	"white"	"one"	"evanescent"	"brown"	"abundant"	"grasses"
"153"	"bellshroom"	"convex"	"smooth"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"154"	"cityshroom"	"sunken"	"fibrous"	"brown"	"no"	"none"	"free"	"close"	"narrow"	"black"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"urban"
"155"	"convexcap"	"convex"	"scaly"	"white"	"yes"	"almond"	"free"	"crowded"	"narrow"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"purple"	"several"	"wood"
"156"	"velvet"	"convex"	"smooth"	"brown"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"157"	"bellshroom"	"bell"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"158"	"bellshroom"	"convex"	"smooth"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"159"	"yellowcap"	"bell"	"smooth"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"meadows"
"160"	"yellowcap"	"bell"	"scaly"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"161"	"yellowcap"	"bell"	"scaly"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"meadows"
"162"	"yellowcap"	"bell"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"grasses"
"163"	"cityshroom"	"convex"	"fibrous"	"brown"	"no"	"none"	"free"	"close"	"narrow"	"black"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"urban"
"164"	"velvet"	"flat"	"smooth"	"brown"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"grasses"
"165"	"yellowcap"	"convex"	"smooth"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"166"	"velvet"	"flat"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"paths"
"167"	"yellowcap"	"bell"	"scaly"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"168"	"yellowcap"	"bell"	"scaly"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"meadows"
"169"	"velvet"	"convex"	"smooth"	"brown"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"grasses"
"170"	"yellowcap"	"bell"	"scaly"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"171"	"cityshroom"	"convex"	"fibrous"	"gray"	"no"	"none"	"free"	"close"	"narrow"	"gray"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"urban"
"172"	"yellowcap"	"bell"	"scaly"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"173"	"nosebaffle"	"convex"	"fibrous"	"yellow"	"yes"	"anise"	"free"	"crowded"	"narrow"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"purple"	"several"	"wood"
"174"	"yellowcap"	"bell"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"175"	"velvet"	"flat"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"pink"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"176"	"bellshroom"	"bell"	"smooth"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"meadows"
"177"	"bellshroom"	"bell"	"smooth"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"meadows"
"178"	"yellowcap"	"bell"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"179"	"bellshroom"	"convex"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"meadows"
"180"	"bellshroom"	"bell"	"scaly"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"181"	"pungentia"	"convex"	"smooth"	"white"	"yes"	"pungent"	"free"	"close"	"narrow"	"pink"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"urban"
"182"	"cityshroom"	"sunken"	"fibrous"	"brown"	"no"	"none"	"free"	"close"	"narrow"	"gray"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"urban"
"183"	"cityshroom"	"flat"	"fibrous"	"brown"	"no"	"none"	"free"	"close"	"narrow"	"gray"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"urban"
"184"	"yellowcap"	"convex"	"scaly"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"meadows"
"185"	"velvet"	"flat"	"smooth"	"brown"	"yes"	"almond"	"free"	"close"	"broad"	"pink"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"paths"
"186"	"pungentia"	"convex"	"smooth"	"white"	"yes"	"pungent"	"free"	"close"	"narrow"	"black"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"187"	"bellshroom"	"bell"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"meadows"
"188"	"cityshroom"	"flat"	"fibrous"	"gray"	"no"	"none"	"free"	"close"	"narrow"	"pink"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"urban"
"189"	"bellshroom"	"bell"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"190"	"velvet"	"convex"	"smooth"	"brown"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"paths"
"191"	"grassia"	"convex"	"fibrous"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"tapering"	"equal"	"smooth"	"purple"	"white"	"one"	"evanescent"	"black"	"scattered"	"grasses"
"192"	"convexcap"	"convex"	"scaly"	"white"	"yes"	"anise"	"free"	"crowded"	"narrow"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"193"	"bellshroom"	"bell"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"meadows"
"194"	"graystalk"	"flat"	"scaly"	"yellow"	"yes"	"almond"	"free"	"crowded"	"narrow"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"195"	"yellowcap"	"convex"	"scaly"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"meadows"
"196"	"cityshroom"	"flat"	"fibrous"	"gray"	"no"	"none"	"free"	"close"	"narrow"	"gray"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"urban"
"197"	"yellowcap"	"bell"	"scaly"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"198"	"bellshroom"	"convex"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"meadows"
"199"	"bellshroom"	"convex"	"smooth"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"meadows"
"200"	"convexcap"	"flat"	"scaly"	"white"	"yes"	"almond"	"free"	"crowded"	"narrow"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"201"	"yellowcap"	"convex"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"202"	"yellowcap"	"bell"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"203"	"yellowcap"	"convex"	"scaly"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"grasses"
"204"	"slimpipe"	"convex"	"fibrous"	"white"	"no"	"none"	"free"	"crowded"	"broad"	"chocolate"	"tapering"	"equal"	"fibrous"	"purple"	"white"	"one"	"evanescent"	"black"	"scattered"	"grasses"
"205"	"velvet"	"flat"	"smooth"	"brown"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"paths"
"206"	"pungentia"	"convex"	"scaly"	"white"	"yes"	"pungent"	"free"	"close"	"narrow"	"black"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"urban"
"207"	"yellowcap"	"bell"	"scaly"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"208"	"yellowcap"	"bell"	"scaly"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"meadows"
"209"	"bellshroom"	"bell"	"smooth"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"210"	"bellshroom"	"bell"	"smooth"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"grasses"
"211"	"yellowcap"	"convex"	"scaly"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"212"	"bellshroom"	"bell"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"meadows"
"213"	"convexcap"	"convex"	"fibrous"	"yellow"	"yes"	"almond"	"free"	"crowded"	"narrow"	"brown"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"214"	"cityshroom"	"convex"	"fibrous"	"gray"	"no"	"none"	"free"	"close"	"narrow"	"brown"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"urban"
"215"	"velvet"	"flat"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"brown"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"216"	"bellshroom"	"bell"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"meadows"
"217"	"yellowcap"	"convex"	"scaly"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"218"	"yellowcap"	"convex"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"219"	"bellshroom"	"convex"	"smooth"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"220"	"cityshroom"	"sunken"	"fibrous"	"gray"	"no"	"none"	"free"	"close"	"narrow"	"pink"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"urban"
"221"	"yellowcap"	"convex"	"scaly"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"meadows"
"222"	"pungentia"	"convex"	"scaly"	"white"	"yes"	"pungent"	"free"	"close"	"narrow"	"black"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"223"	"yellowcap"	"convex"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"brown"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"224"	"convexcap"	"flat"	"fibrous"	"white"	"yes"	"almond"	"free"	"crowded"	"narrow"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"225"	"bellshroom"	"convex"	"smooth"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"numerous"	"meadows"
"226"	"yellowcap"	"bell"	"smooth"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"227"	"yellowcap"	"convex"	"scaly"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"228"	"yellowcap"	"convex"	"scaly"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"gray"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"229"	"pungentia"	"convex"	"smooth"	"brown"	"yes"	"pungent"	"free"	"close"	"narrow"	"pink"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"urban"
"230"	"yellowcap"	"bell"	"scaly"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"231"	"cityshroom"	"convex"	"fibrous"	"gray"	"no"	"none"	"free"	"close"	"narrow"	"brown"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"urban"
"232"	"pungentia"	"convex"	"smooth"	"white"	"yes"	"pungent"	"free"	"close"	"narrow"	"black"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"urban"
"233"	"velvet"	"convex"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"paths"
"234"	"cityshroom"	"flat"	"fibrous"	"brown"	"no"	"none"	"free"	"close"	"narrow"	"black"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"urban"
"235"	"bellshroom"	"bell"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"black"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"grasses"
"236"	"convexcap"	"convex"	"fibrous"	"white"	"yes"	"anise"	"free"	"crowded"	"narrow"	"white"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"several"	"wood"
"237"	"yellowcap"	"convex"	"smooth"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"238"	"yellowcap"	"bell"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"239"	"yellowcap"	"convex"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"brown"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"240"	"velvet"	"flat"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"pink"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"paths"
"241"	"velvet"	"flat"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"paths"
"242"	"yellowcap"	"convex"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"grasses"
"243"	"bellshroom"	"convex"	"scaly"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"numerous"	"meadows"
"244"	"pungentia"	"convex"	"scaly"	"white"	"yes"	"pungent"	"free"	"close"	"narrow"	"brown"	"enlarging"	"equal"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"several"	"urban"
"245"	"convexcap"	"flat"	"fibrous"	"white"	"yes"	"almond"	"free"	"crowded"	"narrow"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"purple"	"several"	"wood"
"246"	"yellowcap"	"convex"	"scaly"	"white"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"scattered"	"grasses"
"247"	"convexcap"	"convex"	"scaly"	"white"	"yes"	"anise"	"free"	"crowded"	"narrow"	"pink"	"tapering"	"bulbous"	"smooth"	"purple"	"white"	"one"	"pendant"	"purple"	"several"	"wood"
"248"	"yellowcap"	"convex"	"smooth"	"white"	"yes"	"almond"	"free"	"close"	"broad"	"brown"	"enlarging"	"club"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"scattered"	"meadows"
"249"	"velvet"	"flat"	"smooth"	"yellow"	"yes"	"anise"	"free"	"close"	"broad"	"white"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"black"	"solitary"	"paths"
"250"	"slimpipe"	"convex"	"scaly"	"brown"	"no"	"none"	"free"	"crowded"	"broad"	"pink"	"tapering"	"equal"	"fibrous"	"purple"	"white"	"one"	"evanescent"	"black"	"scattered"	"grasses"
"251"	"velvet"	"flat"	"smooth"	"yellow"	"yes"	"almond"	"free"	"close"	"broad"	"white"	"enlarging"	"rooted"	"smooth"	"purple"	"white"	"one"	"pendant"	"brown"	"solitary"	"grasses"
